from,to,r,x,b,tap
710,720,0.0187,0.0616,0.01572,0.0
632,639,0.0715,0.323,0.086,0.0
742,751,0.0413,0.1681,0.04226,0.0
632,639,0.0715,0.323,0.086,0.0
582,583,0.022,0.0755,0.02,0.0
65,68,0.00138,0.016,0.638,0.0
49,66,0.018,0.0919,0.0248,0.0
601,602,0.00595,0.0196,0.00502,0.0
1010,1011,0.0224,0.1015,0.02682,0.0
253,267,0.0474,0.1563,0.0399,0.0
1036,1046,0.0123,0.0559,0.01464,0.0
911,915,0.0239,0.173,0.047,0.0
186,187,0.0,0.037,0.0,0.935
1000,1001,0.0343,0.0966,0.0242,0.0
68,116,0.00034,0.00405,0.164,1.0
266,253,0.0,0.0388,0.0,0.96
244,245,0.00244,0.0305,1.162,0.0
784,826,0.0164,0.0544,0.01356,0.0
86,87,0.02828,0.2074,0.0445,1.0
872,873,0.038,0.127,0.0316,0.0
669,670,0.0156,0.0704,0.0187,0.0
413,414,0.0317,0.145,0.0376,0.0
174,176,0.0343,0.0966,0.0242,0.0
56,59,0.0803,0.239,0.0536,0.0
593,602,0.0484,0.16,0.0406,0.0
101,102,0.0246,0.112,0.0294,0.0
40,42,0.0555,0.183,0.0466,0.0
119,121,0.0129,0.0424,0.01082,0.0
277,278,0.041,0.135,0.0344,0.0
378,426,0.0488,0.196,0.0488,0.0
882,885,0.0803,0.239,0.0536,0.0
203,207,0.0239,0.173,0.047,0.0
206,207,0.0139,0.0712,0.01934,0.0
66,67,0.0224,0.1015,0.02682,0.0
11,13,0.02225,0.0731,0.01876,0.0
868,875,0.0715,0.323,0.086,0.0
468,469,0.0023,0.0104,0.00276,0.0
696,697,0.053,0.183,0.0472,0.0
971,976,0.0229,0.0755,0.01926,0.0
645,649,0.04739,0.2158,0.05646,0.0
389,391,0.011,0.0497,0.01318,0.0
454,455,0.0277,0.1262,0.0328,0.0
871,875,0.0684,0.186,0.0444,0.0
804,805,0.0173,0.0885,0.024,0.0
96,97,0.0173,0.0885,0.024,0.0
307,308,0.0446,0.18,0.04444,0.0
189,190,0.0446,0.18,0.04444,0.0
1029,1032,0.02,0.102,0.0276,0.0
1044,1047,0.016,0.0525,0.0536,0.0
637,639,0.0191,0.0625,0.01604,0.0
487,505,0.038,0.1244,0.03194,0.0
852,856,0.00799,0.086,0.908,0.0
15,19,0.012,0.0394,0.0101,0.0
553,552,0.0,0.037,0.0,0.935
740,821,0.0615,0.203,0.0518,0.0
489,585,0.00913,0.0301,0.00768,0.0
639,656,0.018,0.0919,0.0248,0.0
658,706,0.00034,0.00405,0.164,1.0
833,838,0.00862,0.034,0.00874,0.0
723,741,0.038,0.1244,0.03194,0.0
800,802,0.0481,0.158,0.0406,0.0
903,906,0.0294,0.105,0.0228,0.0
443,444,0.0238,0.0997,0.106,0.0
911,912,0.035,0.123,0.0276,0.0
219,220,0.0246,0.112,0.0294,0.0
918,919,0.0258,0.0848,0.0218,0.0
586,587,0.0023,0.0104,0.00276,0.0
800,808,0.0648,0.295,0.0472,0.0
986,993,0.0715,0.323,0.086,0.0
891,892,0.0,0.037,0.0,0.935
188,192,0.0401,0.1323,0.03368,0.0
400,401,0.038,0.127,0.0316,0.0
163,167,0.0684,0.186,0.0444,0.0
644,645,0.0169,0.0707,0.0202,0.0
616,615,0.0,0.0382,0.0,0.96
698,699,0.0105,0.0288,0.0076,0.0
44,45,0.0224,0.0901,0.0224,0.0
306,310,0.0401,0.1323,0.03368,0.0
486,487,0.0595,0.195,0.0502,0.0
646,649,0.0825,0.251,0.0569,0.0
617,622,0.0229,0.0755,0.01926,0.0
955,957,0.02225,0.0731,0.01876,0.0
406,407,0.0405,0.1635,0.04058,0.0
119,120,0.0303,0.0999,0.0254,0.0
1047,1049,0.0535,0.1625,0.0408,0.0
448,454,0.0178,0.058,0.0604,0.0
330,336,0.0178,0.058,0.0604,0.0
95,96,0.0171,0.0547,0.01474,0.0
255,270,0.0752,0.247,0.0632,0.0
993,1010,0.018,0.0919,0.0248,0.0
64,65,0.00269,0.0302,0.38,0.0
14,15,0.0595,0.195,0.0502,0.0
430,472,0.0164,0.0544,0.01356,0.0
791,793,0.043,0.148,0.0348,0.0
159,160,0.041,0.135,0.0344,0.0
130,235,0.0329,0.14,0.0358,0.0
777,895,0.0085,0.072,0.149,0.0
931,933,0.053,0.183,0.0472,0.0
298,303,0.0258,0.117,0.031,0.0
394,395,0.0145,0.0487,0.01222,0.0
625,626,0.00224,0.0102,0.00268,0.0
413,415,0.0328,0.15,0.0388,0.0
405,412,0.0255,0.0719,0.01788,0.0
395,396,0.041,0.135,0.0344,0.0
831,837,0.0203,0.0682,0.01738,0.0
865,866,0.0184,0.0605,0.01552,0.0
797,800,0.0099,0.0505,0.0548,0.0
459,462,0.0261,0.0703,0.01844,0.0
844,845,0.01119,0.0493,0.01142,0.0
1045,1046,0.0246,0.112,0.0294,0.0
68,69,0.0,0.037,0.0,0.935
920,921,0.0132,0.0434,0.0111,0.0
386,468,0.0135,0.0612,0.01628,0.0
993,1013,0.0985,0.324,0.0828,0.0
565,566,0.0223,0.0732,0.01876,0.0
540,541,0.0,0.037,0.0,0.935
660,665,0.0428,0.141,0.036,0.0
362,384,0.00431,0.0504,0.514,0.0
659,660,0.03,0.127,0.122,0.0
712,719,0.0209,0.0688,0.01748,0.0
851,853,0.0318,0.163,0.1764,0.0
993,1010,0.018,0.0919,0.0248,0.0
121,123,0.0241,0.108,0.0284,0.0
988,989,0.0224,0.0901,0.0224,0.0
20,21,0.0183,0.0849,0.0216,0.0
404,411,0.0474,0.134,0.0332,0.0
316,332,0.0356,0.182,0.0494,0.0
673,675,0.043,0.148,0.0348,0.0
514,521,0.0715,0.323,0.086,0.0
963,964,0.0252,0.117,0.0298,0.0
609,624,0.0752,0.247,0.0632,0.0
725,821,0.00913,0.0301,0.00768,0.0
32,113,0.0615,0.203,0.0518,0.0
336,340,0.0451,0.204,0.0541,0.0
247,249,0.02225,0.0731,0.01876,0.0
232,233,0.0023,0.0104,0.00276,0.0
262,261,0.0,0.0382,0.0,0.96
267,268,0.0298,0.0985,0.0251,0.0
55,56,0.00488,0.0151,0.00374,0.0
1054,1055,0.022,0.0755,0.02,0.0
325,328,0.0099,0.0505,0.0548,0.0
434,452,0.0238,0.108,0.0286,0.0
866,867,0.0145,0.0487,0.01222,0.0
759,766,0.0255,0.0719,0.01788,0.0
778,783,0.0428,0.141,0.036,0.0
506,508,0.00871,0.0268,0.00568,0.0
1049,1050,0.014,0.0547,0.01434,0.0
646,648,0.0343,0.0966,0.0242,0.0
882,885,0.0825,0.251,0.0569,0.0
496,544,0.0488,0.196,0.0488,0.0
732,778,0.00221,0.4115,0.10198,0.0
160,167,0.0715,0.323,0.086,0.0
149,150,0.0298,0.0985,0.0251,0.0
62,67,0.0258,0.117,0.031,0.0
263,268,0.0229,0.0755,0.01926,0.0
895,901,0.0405,0.122,0.124,0.0
621,622,0.0298,0.0985,0.0251,0.0
269,273,0.0415,0.142,0.0366,0.0
624,633,0.0413,0.1681,0.04226,0.0
9,10,0.00258,0.0322,1.23,0.0
767,768,0.0317,0.145,0.0376,0.0
838,943,0.0329,0.14,0.0358,0.0
329,330,0.0223,0.0732,0.01876,0.0
991,1013,0.0844,0.2778,0.07092,0.0
18,19,0.01119,0.0493,0.01142,0.0
955,956,0.00595,0.0196,0.00502,0.0
925,926,0.018,0.0813,0.0216,0.0
620,628,0.00464,0.054,0.422,0.0
948,955,0.0209,0.0688,0.01748,0.0
816,817,0.0105,0.0288,0.0076,0.0
521,541,0.0985,0.324,0.0828,0.0
854,855,0.0237,0.0943,0.0238,0.0
457,458,0.0466,0.1584,0.0407,0.0
355,357,0.0129,0.0424,0.01082,0.0
321,325,0.0239,0.173,0.047,0.0
681,682,0.0387,0.1272,0.03268,0.0
875,877,0.0486,0.137,0.0342,0.0
921,922,0.0171,0.0547,0.01474,0.0
963,978,0.0752,0.247,0.0632,0.0
355,356,0.0303,0.0999,0.0254,0.0
840,841,0.0595,0.195,0.0502,0.0
488,489,0.0454,0.1801,0.0466,0.0
202,203,0.0302,0.0641,0.01234,0.0
531,533,0.0328,0.15,0.0388,0.0
667,670,0.017,0.0485,0.0472,0.0
575,576,0.0466,0.1584,0.0407,0.0
678,679,0.0139,0.0712,0.01934,0.0
740,822,0.0135,0.0612,0.01628,0.0
554,555,0.0112,0.03665,0.03796,0.0
895,896,0.03,0.127,0.122,0.0
640,647,0.0474,0.134,0.0332,0.0
992,993,0.0179,0.0505,0.01258,0.0
200,201,0.0112,0.03665,0.03796,0.0
959,963,0.012,0.0394,0.0101,0.0
676,677,0.02828,0.2074,0.0445,1.0
270,279,0.0413,0.1681,0.04226,0.0
77,82,0.0298,0.0853,0.08174,0.0
484,589,0.0329,0.14,0.0358,0.0
109,110,0.0278,0.0762,0.0202,0.0
713,714,0.0119,0.054,0.01426,0.0
969,971,0.0318,0.163,0.1764,0.0
507,508,0.00224,0.0102,0.00268,0.0
54,55,0.0169,0.0707,0.0202,0.0
473,475,0.0129,0.0424,0.01082,0.0
552,570,0.0238,0.108,0.0286,0.0
381,469,0.0164,0.0741,0.01972,0.0
661,662,0.0446,0.18,0.04444,0.0
735,823,0.0164,0.0741,0.01972,0.0
83,84,0.0625,0.132,0.0258,0.0
188,189,0.00882,0.0355,0.00878,0.0
808,811,0.016,0.0525,0.0536,0.0
537,538,0.0,0.037,0.0,0.935
1027,1028,0.0625,0.132,0.0258,0.0
30,38,0.00464,0.054,0.422,0.0
475,477,0.0241,0.108,0.0284,0.0
960,961,0.0454,0.1801,0.0466,0.0
534,538,0.0482,0.218,0.0578,0.0
228,230,0.0247,0.064,0.062,0.0
306,307,0.00882,0.0355,0.00878,0.0
653,649,0.0,0.0386,0.0,0.96
834,831,0.0,0.0267,0.0,0.985
800,801,0.0258,0.0848,0.0218,0.0
423,431,0.0309,0.101,0.1038,0.0
755,757,0.0191,0.0625,0.01604,0.0
56,58,0.0343,0.0966,0.0242,0.0
239,241,0.0241,0.108,0.0284,0.0
133,137,0.012,0.0394,0.0101,0.0
639,640,0.0267,0.0752,0.01874,0.0
12,14,0.0215,0.0707,0.01816,0.0
639,644,0.0869,0.291,0.073,0.0
300,297,0.0,0.0268,0.0,0.985
882,884,0.0343,0.0966,0.0242,0.0
32,114,0.0135,0.0612,0.01628,0.0
787,788,0.0156,0.0704,0.0187,0.0
856,864,0.00464,0.054,0.422,0.0
974,982,0.00464,0.054,0.422,0.0
35,36,0.00224,0.0102,0.00268,0.0
811,813,0.0535,0.1625,0.0408,0.0
316,334,0.0238,0.108,0.0286,0.0
224,225,0.053,0.183,0.0472,0.0
888,892,0.0482,0.218,0.0578,0.0
518,519,0.038,0.127,0.0316,0.0
273,275,0.0321,0.106,0.027,0.0
168,175,0.0474,0.134,0.0332,0.0
958,959,0.0595,0.195,0.0502,0.0
24,70,0.00221,0.4115,0.10198,0.0
462,463,0.0105,0.0288,0.0076,0.0
666,708,0.0164,0.0544,0.01356,0.0
122,123,0.00176,0.00798,0.0021,0.0
990,991,0.038,0.127,0.0316,0.0
926,929,0.016,0.0525,0.0536,0.0
313,318,0.0298,0.0853,0.08174,0.0
292,295,0.0803,0.239,0.0536,0.0
889,890,0.00172,0.02,0.216,0.0
665,667,0.0601,0.1999,0.04978,0.0
92,93,0.0258,0.0848,0.0218,0.0
194,236,0.0164,0.0544,0.01356,0.0
1030,1031,0.02828,0.2074,0.0445,1.0
98,100,0.0397,0.179,0.0476,0.0
843,857,0.0474,0.1563,0.0399,0.0
387,391,0.0415,0.142,0.0366,0.0
182,183,0.00269,0.0302,0.38,0.0
915,916,0.0238,0.0997,0.106,0.0
244,266,0.00431,0.0504,0.514,0.0
858,940,0.0135,0.0612,0.01628,0.0
542,546,0.0401,0.1323,0.03368,0.0
735,740,0.0229,0.0755,0.01926,0.0
237,238,0.0303,0.0999,0.0254,0.0
259,268,0.0317,0.1153,0.1173,0.0
751,752,0.0608,0.2454,0.06068,0.0
170,171,0.0405,0.1635,0.04058,0.0
644,649,0.0503,0.2293,0.0598,0.0
496,542,0.00221,0.4115,0.10198,0.0
483,485,0.02225,0.0731,0.01876,0.0
241,242,0.0119,0.054,0.01426,0.0
48,49,0.0179,0.0505,0.01258,0.0
281,285,0.0684,0.186,0.0444,0.0
871,872,0.04,0.1356,0.0332,0.0
495,504,0.0317,0.1153,0.1173,0.0
882,883,0.0343,0.0966,0.0242,0.0
172,177,0.0503,0.2293,0.0598,0.0
671,670,0.0,0.037,0.0,0.935
684,686,0.0269,0.0869,0.023,0.0
284,285,0.0179,0.0505,0.01258,0.0
126,123,0.0,0.0267,0.0,0.985
384,392,0.00464,0.054,0.422,0.0
920,926,0.0178,0.058,0.0604,0.0
263,351,0.0164,0.0741,0.01972,0.0
772,773,0.00269,0.0302,0.38,0.0
915,918,0.0099,0.0505,0.0548,0.0
325,328,0.0393,0.1581,0.0414,0.0
548,549,0.0444,0.148,0.0368,0.0
339,340,0.0466,0.1584,0.0407,0.0
198,214,0.0356,0.182,0.0494,0.0
381,382,0.01913,0.0855,0.0216,0.0
779,780,0.0446,0.18,0.04444,0.0
249,251,0.0744,0.2444,0.06268,0.0
76,118,0.0164,0.0544,0.01356,0.0
27,28,0.01913,0.0855,0.0216,0.0
528,531,0.0825,0.251,0.0569,0.0
1014,1018,0.0401,0.1323,0.03368,0.0
313,314,0.00376,0.0124,0.01264,0.0
282,284,0.0601,0.189,0.0472,0.0
291,292,0.00488,0.0151,0.00374,0.0
449,450,0.0171,0.0547,0.01474,0.0
223,225,0.053,0.183,0.0472,0.0
1026,1040,0.0162,0.053,0.0544,0.0
247,248,0.00595,0.0196,0.00502,0.0
610,611,0.0183,0.0849,0.0216,0.0
186,234,0.00034,0.00405,0.164,1.0
126,148,0.00431,0.0504,0.514,0.0
906,924,0.0238,0.108,0.0286,0.0
77,80,0.017,0.0485,0.0472,0.0
1027,1029,0.043,0.148,0.0348,0.0
713,719,0.0203,0.0682,0.01738,0.0
158,159,0.0145,0.0487,0.01222,0.0
346,348,0.0247,0.064,0.062,0.0
211,212,0.0223,0.0732,0.01876,0.0
141,150,0.0317,0.1153,0.1173,0.0
763,764,0.00488,0.0151,0.00374,0.0
903,906,0.017,0.0485,0.0472,0.0
736,737,0.0237,0.0943,0.0238,0.0
4,11,0.0209,0.0688,0.01748,0.0
660,661,0.00882,0.0355,0.00878,0.0
458,459,0.00994,0.0378,0.00986,0.0
446,447,0.0258,0.0848,0.0218,0.0
552,568,0.0356,0.182,0.0494,0.0
80,97,0.0183,0.0934,0.0254,0.0
652,657,0.0258,0.117,0.031,0.0
679,682,0.0393,0.1581,0.0414,0.0
1013,423,0.01,0.085,0.176,0.0
506,509,0.00256,0.0094,0.00984,0.0
19,20,0.0252,0.117,0.0298,0.0
999,1003,0.04739,0.2158,0.05646,0.0
218,219,0.0277,0.1262,0.0328,0.0
764,767,0.0803,0.239,0.0536,0.0
134,135,0.0454,0.1801,0.0466,0.0
798,799,0.0254,0.0836,0.0214,0.0
442,443,0.0139,0.0712,0.01934,0.0
746,773,0.00901,0.0986,1.046,0.0
1052,1053,0.0105,0.0288,0.0076,0.0
16,17,0.0454,0.1801,0.0466,0.0
1047,1048,0.0466,0.1584,0.0407,0.0
902,903,0.0444,0.148,0.0368,0.0
645,646,0.00488,0.0151,0.00374,0.0
131,133,0.0744,0.2444,0.06268,0.0
106,107,0.053,0.183,0.0472,0.0
187,195,0.0309,0.101,0.1038,0.0
982,981,0.0,0.0375,0.0,0.935
1006,1010,0.0482,0.218,0.0578,0.0
966,967,0.0342,0.159,0.0404,0.0
285,290,0.0869,0.291,0.073,0.0
40,41,0.0145,0.0487,0.01222,0.0
372,373,0.01119,0.0493,0.01142,0.0
316,333,0.0183,0.0934,0.0254,0.0
690,693,0.016,0.0525,0.0536,0.0
777,783,0.0405,0.122,0.124,0.0
737,739,0.0108,0.0331,0.0083,0.0
996,997,0.0405,0.1635,0.04058,0.0
646,649,0.0803,0.239,0.0536,0.0
360,361,0.00459,0.0208,0.0055,0.0
276,277,0.0145,0.0487,0.01222,0.0
822,823,0.0023,0.0104,0.00276,0.0
495,497,0.0156,0.08,0.0864,0.0
757,774,0.018,0.0919,0.0248,0.0
69,77,0.0309,0.101,0.1038,0.0
961,1057,0.00913,0.0301,0.00768,0.0
180,184,0.0482,0.218,0.0578,0.0
975,976,0.0298,0.0985,0.0251,0.0
1020,1021,0.0444,0.148,0.0368,0.0
631,632,0.041,0.135,0.0344,0.0
366,471,0.0329,0.14,0.0358,0.0
38,65,0.00901,0.0986,1.046,0.0
82,83,0.0112,0.03665,0.03796,0.0
173,177,0.04739,0.2158,0.05646,0.0
33,37,0.0415,0.142,0.0366,0.0
605,623,0.038,0.1244,0.03194,0.0
371,385,0.0474,0.1563,0.0399,0.0
783,826,0.0145,0.0481,0.01198,0.0
556,557,0.0302,0.0641,0.01234,0.0
1039,1040,0.0171,0.0547,0.01474,0.0
521,522,0.0267,0.0752,0.01874,0.0
484,488,0.0212,0.0834,0.0214,0.0
274,273,0.0,0.0375,0.0,0.935
595,601,0.0203,0.0682,0.01738,0.0
903,908,0.0298,0.0853,0.08174,0.0
612,613,0.0342,0.159,0.0404,0.0
547,549,0.0601,0.1999,0.04978,0.0
85,89,0.0239,0.173,0.047,0.0
860,862,0.00871,0.0268,0.00568,0.0
330,331,0.0132,0.0434,0.0111,0.0
341,342,0.014,0.0547,0.01434,0.0
861,863,0.011,0.0497,0.01318,0.0
742,744,0.00871,0.0268,0.00568,0.0
321,322,0.035,0.123,0.0276,0.0
978,987,0.0413,0.1681,0.04226,0.0
389,390,0.00224,0.0102,0.00268,0.0
212,218,0.0178,0.058,0.0604,0.0
554,568,0.0162,0.053,0.0544,0.0
5,6,0.0119,0.054,0.01426,0.0
732,780,0.0488,0.196,0.0488,0.0
760,761,0.0405,0.1635,0.04058,0.0
306,311,0.0428,0.141,0.036,0.0
536,533,0.0,0.0268,0.0,0.985
813,814,0.014,0.0547,0.01434,0.0
34,43,0.0413,0.1681,0.04226,0.0
723,727,0.012,0.0394,0.0101,0.0
811,818,0.03906,0.1813,0.0461,0.0
904,905,0.00546,0.0244,0.00648,0.0
615,617,0.0318,0.163,0.1764,0.0
403,408,0.0869,0.291,0.073,0.0
80,98,0.0238,0.108,0.0286,0.0
607,621,0.0474,0.1563,0.0399,0.0
424,425,0.00882,0.0355,0.00878,0.0
268,350,0.0135,0.0612,0.01628,0.0
463,464,0.0278,0.0762,0.0202,0.0
688,690,0.0397,0.179,0.0476,0.0
1009,1012,0.00138,0.016,0.638,0.0
127,128,0.00258,0.0322,1.23,0.0
864,891,0.00901,0.0986,1.046,0.0
523,524,0.0203,0.0588,0.01396,0.0
151,155,0.0415,0.142,0.0366,0.0
369,373,0.012,0.0394,0.0101,0.0
605,607,0.0132,0.0437,0.0444,0.0
597,602,0.00862,0.034,0.00874,0.0
682,692,0.0123,0.0559,0.01464,0.0
835,836,0.00258,0.0322,1.23,0.0
896,897,0.00882,0.0355,0.00878,0.0
69,75,0.0405,0.122,0.124,0.0
566,567,0.0132,0.0434,0.0111,0.0
218,224,0.0605,0.229,0.062,0.0
283,285,0.0191,0.0625,0.01604,0.0
641,648,0.0255,0.0719,0.01788,0.0
178,180,0.0123,0.0561,0.01468,0.0
444,445,0.0254,0.0836,0.0214,0.0
420,421,0.0224,0.1015,0.02682,0.0
38,37,0.0,0.0375,0.0,0.935
580,581,0.0105,0.0288,0.0076,0.0
635,639,0.0684,0.186,0.0444,0.0
437,439,0.043,0.148,0.0348,0.0
1005,1006,0.00824,0.0376,0.0098,0.0
135,149,0.0474,0.1563,0.0399,0.0
613,622,0.0317,0.1153,0.1173,0.0
535,531,0.0,0.0386,0.0,0.96
880,885,0.0503,0.2293,0.0598,0.0
978,980,0.00871,0.0268,0.00568,0.0
594,595,0.00176,0.00798,0.0021,0.0
521,526,0.073,0.289,0.0738,0.0
459,460,0.014,0.0547,0.01434,0.0
970,974,0.00799,0.086,0.908,0.0
514,521,0.0715,0.323,0.086,0.0
773,776,0.00138,0.016,0.638,0.0
393,394,0.0184,0.0605,0.01552,0.0
282,283,0.038,0.127,0.0316,0.0
328,329,0.0258,0.0848,0.0218,0.0
423,429,0.0405,0.122,0.124,0.0
527,528,0.00488,0.0151,0.00374,0.0
143,145,0.0318,0.163,0.1764,0.0
491,506,0.0752,0.247,0.0632,0.0
290,291,0.0169,0.0707,0.0202,0.0
691,692,0.0246,0.112,0.0294,0.0
261,263,0.0318,0.163,0.1764,0.0
223,226,0.0261,0.0703,0.01844,0.0
974,961,0.0,0.0388,0.0,0.96
1024,1040,0.0356,0.182,0.0494,0.0
172,174,0.00275,0.00955,0.00732,0.0
829,838,0.0484,0.16,0.0406,0.0
634,635,0.0224,0.0901,0.0224,0.0
552,569,0.0183,0.0934,0.0254,0.0
240,241,0.00176,0.00798,0.0021,0.0
562,563,0.0254,0.0836,0.0214,0.0
436,437,0.0112,0.03665,0.03796,0.0
594,601,0.0209,0.0688,0.01748,0.0
379,381,0.0318,0.163,0.1764,0.0
375,376,0.0209,0.097,0.0246,0.0
100,106,0.0605,0.229,0.062,0.0
729,730,0.0209,0.097,0.0246,0.0
291,295,0.04739,0.2158,0.05646,0.0
1021,1024,0.0294,0.105,0.0228,0.0
489,490,0.0123,0.0505,0.01298,0.0
366,368,0.0215,0.0707,0.01816,0.0
981,984,0.0593,0.168,0.042,0.0
564,565,0.0258,0.0848,0.0218,0.0
979,981,0.011,0.0497,0.01318,0.0
985,986,0.041,0.135,0.0344,0.0
911,914,0.02,0.102,0.0276,0.0
841,843,0.0132,0.0437,0.0444,0.0
27,32,0.0229,0.0755,0.01926,0.0
19,34,0.0752,0.247,0.0632,0.0
695,696,0.014,0.0547,0.01434,0.0
693,695,0.0535,0.1625,0.0408,0.0
936,938,0.0247,0.064,0.062,0.0
68,81,0.00175,0.0202,0.808,0.0
276,278,0.0555,0.183,0.0466,0.0
549,554,0.0298,0.0853,0.08174,0.0
1020,1062,0.0164,0.0544,0.01356,0.0
731,740,0.0317,0.1153,0.1173,0.0
886,888,0.0123,0.0561,0.01468,0.0
257,258,0.0209,0.097,0.0246,0.0
981,983,0.0321,0.106,0.027,0.0
46,47,0.038,0.127,0.0316,0.0
774,775,0.0224,0.1015,0.02682,0.0
879,880,0.0263,0.122,0.031,0.0
650,651,0.00264,0.0135,0.01456,0.0
1003,1005,0.0328,0.15,0.0388,0.0
620,607,0.0,0.0388,0.0,0.96
295,297,0.0328,0.15,0.0388,0.0
1000,1003,0.0825,0.251,0.0569,0.0
546,547,0.0123,0.0406,0.01034,0.0
120,130,0.0187,0.0616,0.01572,0.0
207,208,0.0518,0.188,0.0528,0.0
212,214,0.0269,0.0869,0.023,0.0
1049,1051,0.053,0.183,0.0472,0.0
103,105,0.0535,0.1625,0.0408,0.0
658,671,0.00175,0.0202,0.808,0.0
534,539,0.0258,0.117,0.031,0.0
319,320,0.0625,0.132,0.0258,0.0
141,143,0.0156,0.08,0.0864,0.0
223,224,0.014,0.0547,0.01434,0.0
528,529,0.0343,0.0966,0.0242,0.0
158,160,0.0555,0.183,0.0466,0.0
717,718,0.00258,0.0322,1.23,0.0
914,915,0.0139,0.0712,0.01934,0.0
363,364,0.00258,0.0322,1.23,0.0
778,782,0.0401,0.1323,0.03368,0.0
510,509,0.0,0.0375,0.0,0.935
396,403,0.0715,0.323,0.086,0.0
377,378,0.0135,0.0492,0.0498,0.0
772,769,0.0,0.0268,0.0,0.985
439,440,0.035,0.123,0.0276,0.0
129,131,0.02225,0.0731,0.01876,0.0
874,875,0.0179,0.0505,0.01258,0.0
195,200,0.0298,0.0853,0.08174,0.0
144,143,0.0,0.0382,0.0,0.96
670,689,0.0454,0.206,0.0546,0.0
155,158,0.0593,0.168,0.042,0.0
124,125,0.00459,0.0208,0.0055,0.0
965,966,0.0209,0.097,0.0246,0.0
21,22,0.0209,0.097,0.0246,0.0
75,77,0.0601,0.1999,0.04978,0.0
380,384,0.00799,0.086,0.908,0.0
906,925,0.0454,0.206,0.0546,0.0
1018,1019,0.0123,0.0406,0.01034,0.0
138,139,0.0183,0.0849,0.0216,0.0
270,272,0.00871,0.0268,0.00568,0.0
292,295,0.0825,0.251,0.0569,0.0
675,678,0.02,0.102,0.0276,0.0
45,46,0.04,0.1356,0.0332,0.0
788,804,0.0356,0.182,0.0494,0.0
811,812,0.0466,0.1584,0.0407,0.0
51,52,0.0203,0.0588,0.01396,0.0
174,177,0.0803,0.239,0.0536,0.0
564,574,0.0123,0.0559,0.01464,0.0
768,769,0.00264,0.0135,0.01456,0.0
264,265,0.0237,0.0943,0.0238,0.0
454,458,0.0451,0.204,0.0541,0.0
870,871,0.0224,0.0901,0.0224,0.0
984,985,0.0145,0.0487,0.01222,0.0
515,516,0.0608,0.2454,0.06068,0.0
726,727,0.01119,0.0493,0.01142,0.0
776,777,0.0,0.037,0.0,0.935
581,582,0.0278,0.0762,0.0202,0.0
8,30,0.00431,0.0504,0.514,0.0
94,95,0.0132,0.0434,0.0111,0.0
680,681,0.0254,0.0836,0.0214,0.0
1054,1056,0.0247,0.064,0.062,0.0
436,450,0.0162,0.053,0.0544,0.0
