from,to,r,x,b,tap
549,550,0.00376,0.0124,0.01264,0.0
906,924,0.0238,0.108,0.0286,0.0
367,369,0.0744,0.2444,0.06268,0.0
682,690,0.0648,0.295,0.0472,0.0
404,411,0.0474,0.134,0.0332,0.0
793,796,0.02,0.102,0.0276,0.0
566,568,0.0269,0.0869,0.023,0.0
127,128,0.00258,0.0322,1.23,0.0
522,529,0.0474,0.134,0.0332,0.0
420,421,0.0224,0.1015,0.02682,0.0
1012,1025,0.00175,0.0202,0.808,0.0
557,561,0.0239,0.173,0.047,0.0
168,175,0.0474,0.134,0.0332,0.0
976,1057,0.0615,0.203,0.0518,0.0
865,866,0.0184,0.0605,0.01552,0.0
362,359,0.0,0.0267,0.0,0.985
32,113,0.0615,0.203,0.0518,0.0
210,212,0.0481,0.158,0.0406,0.0
541,659,0.039,0.17,0.358,0.0
713,719,0.0203,0.0682,0.01738,0.0
968,1014,0.00221,0.4115,0.10198,0.0
49,54,0.0869,0.291,0.073,0.0
975,976,0.0298,0.0985,0.0251,0.0
661,663,0.00866,0.0454,0.01178,0.0
993,1010,0.018,0.0919,0.0248,0.0
799,800,0.0387,0.1272,0.03268,0.0
615,617,0.0318,0.163,0.1764,0.0
283,285,0.0191,0.0625,0.01604,0.0
504,586,0.0135,0.0612,0.01628,0.0
852,856,0.00799,0.086,0.908,0.0
386,467,0.0615,0.203,0.0518,0.0
387,391,0.0415,0.142,0.0366,0.0
415,416,0.00824,0.0376,0.0098,0.0
1008,1005,0.0,0.0268,0.0,0.985
198,215,0.0183,0.0934,0.0254,0.0
753,754,0.04,0.1356,0.0332,0.0
80,96,0.0356,0.182,0.0494,0.0
174,177,0.0825,0.251,0.0569,0.0
94,96,0.0269,0.0869,0.023,0.0
120,130,0.0187,0.0616,0.01572,0.0
924,926,0.0397,0.179,0.0476,0.0
958,959,0.0595,0.195,0.0502,0.0
181,182,0.00172,0.02,0.216,0.0
40,41,0.0145,0.0487,0.01222,0.0
788,806,0.0238,0.108,0.0286,0.0
52,53,0.0405,0.1635,0.04058,0.0
661,662,0.0446,0.18,0.04444,0.0
796,797,0.0139,0.0712,0.01934,0.0
417,413,0.0,0.0386,0.0,0.96
793,797,0.0239,0.173,0.047,0.0
39,40,0.0184,0.0605,0.01552,0.0
373,374,0.0252,0.117,0.0298,0.0
867,868,0.041,0.135,0.0344,0.0
1058,1059,0.0023,0.0104,0.00276,0.0
34,43,0.0413,0.1681,0.04226,0.0
359,360,0.0119,0.054,0.01426,0.0
903,906,0.0294,0.105,0.0228,0.0
868,875,0.0715,0.323,0.086,0.0
909,910,0.0625,0.132,0.0258,0.0
866,868,0.0555,0.183,0.0466,0.0
676,677,0.02828,0.2074,0.0445,1.0
126,123,0.0,0.0267,0.0,0.985
875,880,0.0869,0.291,0.073,0.0
745,747,0.0321,0.106,0.027,0.0
897,899,0.00866,0.0454,0.01178,0.0
27,32,0.0229,0.0755,0.01926,0.0
263,351,0.0164,0.0741,0.01972,0.0
56,59,0.0803,0.239,0.0536,0.0
719,721,0.02225,0.0731,0.01876,0.0
89,92,0.0393,0.1581,0.0414,0.0
325,326,0.0518,0.188,0.0528,0.0
350,351,0.0023,0.0104,0.00276,0.0
223,226,0.0261,0.0703,0.01844,0.0
255,256,0.0252,0.117,0.0298,0.0
607,703,0.00913,0.0301,0.00768,0.0
1047,1054,0.03906,0.1813,0.0461,0.0
552,571,0.0454,0.206,0.0546,0.0
733,735,0.0318,0.163,0.1764,0.0
316,334,0.0238,0.108,0.0286,0.0
70,71,0.00882,0.0355,0.00878,0.0
564,566,0.0481,0.158,0.0406,0.0
535,531,0.0,0.0386,0.0,0.96
325,326,0.0238,0.0997,0.106,0.0
167,184,0.018,0.0919,0.0248,0.0
864,891,0.00901,0.0986,1.046,0.0
673,675,0.043,0.148,0.0348,0.0
69,77,0.0309,0.101,0.1038,0.0
844,845,0.01119,0.0493,0.01142,0.0
37,39,0.0321,0.106,0.027,0.0
377,378,0.0135,0.0492,0.0498,0.0
890,891,0.00269,0.0302,0.38,0.0
936,937,0.022,0.0755,0.02,0.0
239,241,0.0241,0.108,0.0284,0.0
915,918,0.0393,0.1581,0.0414,0.0
20,21,0.0183,0.0849,0.0216,0.0
956,958,0.0215,0.0707,0.01816,0.0
8,5,0.0,0.0267,0.0,0.985
163,164,0.04,0.1356,0.0332,0.0
693,694,0.0466,0.1584,0.0407,0.0
726,727,0.01119,0.0493,0.01142,0.0
501,503,0.0108,0.0331,0.0083,0.0
850,896,0.00221,0.4115,0.10198,0.0
952,953,0.00244,0.0305,1.162,0.0
694,695,0.00994,0.0378,0.00986,0.0
1027,1028,0.0625,0.132,0.0258,0.0
857,858,0.0298,0.0985,0.0251,0.0
651,652,0.00824,0.0376,0.0098,0.0
709,710,0.0303,0.0999,0.0254,0.0
440,441,0.02828,0.2074,0.0445,1.0
616,620,0.00799,0.086,0.908,0.0
1042,1044,0.0397,0.179,0.0476,0.0
514,521,0.0715,0.323,0.086,0.0
869,870,0.0608,0.2454,0.06068,0.0
144,143,0.0,0.0382,0.0,0.96
262,261,0.0,0.0382,0.0,0.96
381,469,0.0164,0.0741,0.01972,0.0
838,842,0.0212,0.0834,0.0214,0.0
984,986,0.0555,0.183,0.0466,0.0
761,762,0.0263,0.122,0.031,0.0
328,329,0.0258,0.0848,0.0218,0.0
378,424,0.00221,0.4115,0.10198,0.0
712,719,0.0209,0.0688,0.01748,0.0
419,420,0.0,0.037,0.0,0.935
675,678,0.02,0.102,0.0276,0.0
340,341,0.00994,0.0378,0.00986,0.0
813,815,0.053,0.183,0.0472,0.0
713,714,0.0119,0.054,0.01426,0.0
188,192,0.0401,0.1323,0.03368,0.0
719,720,0.00595,0.0196,0.00502,0.0
446,448,0.0481,0.158,0.0406,0.0
791,792,0.0625,0.132,0.0258,0.0
797,798,0.0518,0.188,0.0528,0.0
1005,1006,0.00824,0.0376,0.0098,0.0
797,800,0.0393,0.1581,0.0414,0.0
483,484,0.00595,0.0196,0.00502,0.0
1044,1045,0.0277,0.1262,0.0328,0.0
357,359,0.0241,0.108,0.0284,0.0
429,472,0.0145,0.0481,0.01198,0.0
14,15,0.0595,0.195,0.0502,0.0
511,512,0.0184,0.0605,0.01552,0.0
880,885,0.0503,0.2293,0.0598,0.0
689,690,0.018,0.0813,0.0216,0.0
61,62,0.00824,0.0376,0.0098,0.0
372,373,0.01119,0.0493,0.01142,0.0
1010,1011,0.0224,0.1015,0.02682,0.0
291,295,0.04739,0.2158,0.05646,0.0
918,926,0.0648,0.295,0.0472,0.0
521,538,0.018,0.0919,0.0248,0.0
848,849,0.0342,0.159,0.0404,0.0
15,19,0.012,0.0394,0.0101,0.0
839,841,0.0744,0.2444,0.06268,0.0
54,56,0.00275,0.00955,0.00732,0.0
178,180,0.0123,0.0561,0.01468,0.0
764,765,0.0343,0.0966,0.0242,0.0
984,985,0.0145,0.0487,0.01222,0.0
570,572,0.0397,0.179,0.0476,0.0
967,968,0.0135,0.0492,0.0498,0.0
167,172,0.0869,0.291,0.073,0.0
199,198,0.0,0.037,0.0,0.935
491,492,0.0252,0.117,0.0298,0.0
167,184,0.018,0.0919,0.0248,0.0
137,152,0.0752,0.247,0.0632,0.0
731,733,0.0156,0.08,0.0864,0.0
991,1013,0.0844,0.2778,0.07092,0.0
503,504,0.0298,0.0985,0.0251,0.0
769,770,0.00824,0.0376,0.0098,0.0
253,267,0.0474,0.1563,0.0399,0.0
608,609,0.01119,0.0493,0.01142,0.0
740,822,0.0135,0.0612,0.01628,0.0
186,199,0.00175,0.0202,0.808,0.0
94,95,0.0132,0.0434,0.0111,0.0
