id,type,pd,qd,bs,area,vmag,vang
253,1,11,3,0,3,0.995,13.74
349,2,6,0,0,3,0.993,13.74
736,1,17,7,0,7,0.962,13.62
737,1,24,4,0,7,0.963,12.63
1024,2,130,26,0,9,1.04,28.96
552,2,130,26,0,5,1.04,28.96
553,1,0,0,0,5,0.997,28.1
155,1,0,0,-25,2,0.992,11.77
158,2,66,23,0,2,0.97,7.35
968,2,13,0,0,9,0.992,20.89
1016,2,12,0,0,9,0.98,20.98
69,3,0,0,0,1,1.035,30.0
75,1,47,11,0,1,0.967,22.91
793,2,24,15,0,7,0.985,32.51
794,1,21,10,0,7,0.987,31.14
362,2,28,0,0,4,1.015,20.77
363,1,0,0,0,4,1.043,28.02
526,2,113,32,0,5,0.955,15.26
527,2,63,22,0,5,0.952,14.97
425,1,0,0,0,4,0.987,22.15
427,2,6,0,0,4,0.991,21.94
985,1,37,10,0,9,0.967,6.92
986,2,96,23,0,9,0.985,8.53
834,2,28,0,0,8,1.015,20.77
835,1,0,0,0,8,1.043,28.02
59,2,277,113,0,1,0.985,19.37
60,1,78,3,0,1,0.993,23.15
980,2,31,17,0,9,0.98,10.87
993,2,87,30,0,9,1.025,20.94
645,2,63,22,0,6,0.952,14.97
646,2,84,18,0,6,0.954,15.16
961,1,11,3,0,9,0.995,13.74
975,2,43,27,0,9,0.967,12.75
330,1,30,16,0,3,0.991,28.64
331,1,42,31,0,3,0.981,27.67
248,2,47,10,0,3,0.99,12.2
353,1,20,8,0,3,0.974,10.67
409,2,63,22,0,4,0.952,14.97
11,1,70,23,0,1,0.985,12.72
13,1,34,16,0,1,0.968,11.35
992,1,20,11,15,9,1.021,19.93
241,1,0,0,-40,3,1.002,15.73
242,2,52,22,0,3,0.99,13.0
23,1,7,3,0,1,1.0,21.0
25,2,0,0,0,1,1.05,27.93
450,1,38,15,0,4,0.993,27.51
451,1,15,9,0,4,1.011,27.88
524,1,18,5,0,5,0.957,15.32
525,1,23,11,0,5,0.946,14.35
875,2,87,30,0,8,1.025,20.94
892,2,39,18,0,8,1.05,27.48
752,1,16,8,10,7,0.985,13.82
753,1,53,22,10,7,0.987,15.67
32,2,59,23,0,1,0.964,14.8
114,1,8,3,0,1,0.96,14.46
196,1,71,26,0,2,1.003,26.42
197,1,39,32,20,2,1.009,26.72
841,2,90,30,0,8,0.97,11.23
859,1,23,9,0,8,0.972,10.63
281,1,53,22,10,3,0.987,15.67
282,2,28,10,10,3,1.005,18.49
296,1,78,3,0,3,0.993,23.15
298,2,77,14,0,3,0.998,23.43
454,2,37,18,0,4,1.017,28.03
460,1,43,16,0,4,0.962,20.32
138,1,18,3,0,2,0.958,11.93
139,1,14,8,0,2,0.959,13.52
681,2,10,0,0,6,0.98,33.31
682,2,65,10,0,6,0.993,33.8
452,1,34,8,0,4,1.024,27.4
433,1,39,32,20,4,1.009,26.72
434,2,130,26,0,4,1.04,28.96
291,2,63,22,0,3,0.952,14.97
292,2,84,18,0,3,0.954,15.16
490,2,60,34,0,5,0.973,11.53
491,2,45,25,0,5,0.963,11.05
1004,1,78,3,0,9,0.993,23.15
1006,2,77,14,0,9,0.998,23.43
726,2,60,34,0,7,0.973,11.53
873,1,34,0,0,8,1.017,20.73
977,1,23,9,0,9,0.972,10.63
61,2,0,0,0,1,0.995,24.04
64,1,0,0,0,1,0.984,24.52
30,1,0,0,0,1,0.968,18.79
38,1,0,0,0,1,0.962,16.91
344,1,2,1,0,3,0.967,19.38
345,1,8,3,0,3,0.967,18.93
659,2,0,0,0,6,1.035,30.0
667,2,61,28,0,6,1.006,26.72
872,2,28,10,10,8,1.005,18.49
828,1,20,9,0,8,0.971,11.22
838,2,47,10,0,8,0.99,12.2
903,2,61,28,0,8,1.006,26.72
904,1,71,26,0,8,1.003,26.42
251,2,90,30,0,3,0.97,11.23
468,1,8,3,0,4,0.96,14.46
469,1,22,7,0,4,0.96,14.46
49,2,87,30,0,1,1.025,20.94
66,2,39,18,0,1,1.05,27.48
444,2,163,42,0,4,0.985,33.29
445,2,10,0,0,4,0.98,33.31
581,1,8,3,0,5,0.967,18.93
582,2,39,30,6,5,0.973,18.09
686,1,38,15,0,6,0.993,27.51
687,1,15,9,0,6,1.011,27.88
982,1,0,0,0,9,0.962,16.91
1009,2,0,0,0,9,1.005,27.65
595,1,0,0,-40,6,1.002,15.73
598,2,28,0,0,6,1.015,20.77
774,2,39,18,0,7,1.05,27.48
775,1,28,7,0,7,1.02,24.84
902,2,68,36,0,8,0.943,21.77
944,1,33,15,0,8,0.949,21.92
807,2,42,0,0,7,1.01,27.04
808,2,37,18,0,7,1.017,28.03
187,2,0,0,0,2,1.035,30.0
188,2,66,20,0,2,0.984,22.58
551,1,39,32,20,5,1.009,26.72
952,2,28,0,0,9,1.015,20.77
836,2,0,0,0,8,1.05,35.61
210,2,65,10,0,2,0.993,33.8
1003,2,277,113,0,9,0.985,19.37
564,2,65,10,0,5,0.993,33.8
743,1,33,9,0,7,0.981,10.87
745,1,0,0,-25,7,0.992,11.77
549,2,61,28,0,5,1.006,26.72
399,1,53,22,10,4,0.987,15.67
403,2,87,30,0,4,1.025,20.94
740,2,59,23,0,7,0.964,14.8
678,1,48,10,0,6,0.987,35.64
679,2,0,0,0,6,1.005,39.69
335,2,42,0,0,3,1.01,27.04
365,1,70,23,0,4,0.985,12.72
366,2,47,10,0,4,0.99,12.2
978,2,59,26,14,9,0.986,11.3
987,1,18,7,0,9,0.978,11.28
504,2,59,23,0,5,0.964,14.8
585,2,6,0,0,5,0.993,13.74
724,1,25,10,0,7,0.984,11.91
148,1,0,0,0,2,0.968,18.79
1041,1,15,9,0,9,1.011,27.88
670,2,130,26,0,6,1.04,28.96
671,1,0,0,0,6,0.997,28.1
1005,2,0,0,0,9,0.995,24.04
879,1,23,11,0,8,0.946,14.35
880,2,113,32,0,8,0.955,15.26
918,2,65,10,0,8,0.993,33.8
919,1,12,7,0,8,0.987,30.79
370,1,25,10,0,4,0.984,11.91
371,1,11,3,0,4,0.995,13.74
921,1,42,31,0,8,0.981,27.67
922,1,38,15,0,8,0.993,27.51
56,2,84,18,0,1,0.954,15.16
153,1,33,9,0,2,0.981,10.87
154,2,31,17,0,2,0.98,10.87
915,2,0,0,0,8,1.005,39.69
314,1,71,26,0,3,1.003,26.42
315,1,39,32,20,3,1.009,26.72
700,2,39,30,6,6,0.973,18.09
702,2,68,13,0,6,0.975,14.99
497,2,0,0,0,5,1.05,27.93
822,1,8,3,0,7,0.96,14.46
823,1,22,7,0,7,0.96,14.46
305,2,0,0,0,3,1.035,30.0
313,2,61,28,0,3,1.006,26.72
881,2,63,22,0,8,0.952,14.97
882,2,84,18,0,8,0.954,15.16
301,2,0,0,0,3,1.005,27.65
302,2,39,18,0,3,1.05,27.48
935,1,8,3,0,8,0.967,18.93
936,2,39,30,6,8,0.973,18.09
328,2,65,10,0,3,0.993,33.8
563,2,10,0,0,5,0.98,33.31
634,1,16,8,10,6,0.985,13.82
635,1,53,22,10,6,0.987,15.67
415,2,0,0,0,4,0.995,24.04
458,2,38,25,0,4,0.971,21.69
459,2,31,26,20,4,0.965,20.57
632,2,96,23,0,6,0.985,8.53
1027,1,20,10,10,9,0.985,28.42
1029,2,24,15,0,9,0.985,32.51
693,2,23,16,0,6,1.001,24.44
597,1,19,2,0,6,0.989,12.56
602,2,47,10,0,6,0.99,12.2
407,1,23,11,0,4,0.946,14.35
355,2,51,27,0,4,0.955,10.67
357,1,39,10,0,4,0.968,11.56
797,2,0,0,0,7,1.005,39.69
798,2,163,42,0,7,0.985,33.29
402,1,20,11,15,4,1.021,19.93
779,1,0,0,0,7,0.987,22.15
781,2,6,0,0,7,0.991,21.94
122,2,39,12,0,2,0.998,15.28
123,1,0,0,-40,2,1.002,15.73
783,1,47,11,0,7,0.967,22.91
785,2,61,28,0,7,1.006,26.72
1015,1,0,0,0,9,0.987,22.15
1017,2,6,0,0,9,0.991,21.94
368,1,14,1,0,4,0.984,11.5
850,2,13,0,0,8,0.992,20.89
898,2,12,0,0,8,0.98,20.98
550,1,71,26,0,5,1.003,26.42
906,2,130,26,0,8,1.04,28.96
924,1,34,8,0,8,1.024,27.4
367,1,34,16,0,4,0.968,11.35
369,2,90,30,0,4,0.97,11.23
690,2,37,18,0,6,1.017,28.03
404,1,17,4,0,4,1.001,18.9
411,1,12,3,0,4,0.971,16.36
796,1,48,10,0,7,0.987,35.64
566,1,30,16,0,5,0.991,28.64
568,1,38,15,0,5,0.993,27.51
127,1,0,0,0,2,1.043,28.02
128,2,0,0,0,2,1.05,35.61
522,1,17,4,0,5,1.001,18.9
529,1,12,3,0,5,0.971,16.36
420,2,39,18,0,4,1.05,27.48
421,1,28,7,0,4,1.02,24.84
1012,1,0,0,0,9,1.003,27.55
1025,1,0,0,0,9,0.997,28.1
557,2,24,15,0,5,0.985,32.51
168,1,17,4,0,2,1.001,18.9
175,1,12,3,0,2,0.971,16.36
976,2,59,23,0,9,0.964,14.8
1057,2,6,0,0,9,0.993,13.74
865,1,27,11,0,8,0.97,8.41
866,2,66,23,0,8,0.97,7.35
359,1,0,0,-40,4,1.002,15.73
113,2,6,0,0,1,0.993,13.74
212,1,30,16,0,2,0.991,28.64
541,2,0,0,0,5,1.035,30.0
713,1,0,0,-40,7,1.002,15.73
719,1,70,23,0,7,0.985,12.72
1014,2,66,20,0,9,0.984,22.58
54,2,113,32,0,1,0.955,15.26
661,1,0,0,0,6,0.987,22.15
663,2,6,0,0,6,0.991,21.94
1010,2,39,18,0,9,1.05,27.48
799,2,10,0,0,7,0.98,33.31
800,2,65,10,0,7,0.993,33.8
615,2,0,0,0,6,1.05,27.93
617,2,71,13,0,6,0.968,15.35
283,1,34,0,0,3,1.017,20.73
285,2,87,30,0,3,1.025,20.94
586,1,8,3,0,5,0.96,14.46
852,2,0,0,0,8,1.015,29.71
856,1,0,0,0,8,0.968,18.79
467,2,6,0,0,4,0.993,13.74
387,1,23,9,0,4,0.972,10.63
391,1,0,0,-25,4,0.992,11.77
416,2,77,14,0,4,0.998,23.43
1008,1,0,0,0,9,0.984,24.52
198,2,130,26,0,2,1.04,28.96
215,1,15,9,0,2,1.011,27.88
80,2,130,26,0,1,1.04,28.96
96,1,38,15,0,1,0.993,27.51
174,2,84,18,0,2,0.954,15.16
177,2,277,113,0,2,0.985,19.37
120,1,20,9,0,2,0.971,11.22
130,2,47,10,0,2,0.99,12.2
958,1,14,1,0,9,0.984,11.5
181,1,0,0,0,2,0.969,22.75
182,1,0,0,0,2,0.984,24.52
40,2,66,23,0,1,0.97,7.35
41,1,37,10,0,1,0.967,6.92
788,2,130,26,0,7,1.04,28.96
806,1,34,8,0,7,1.024,27.4
52,1,18,5,0,1,0.957,15.32
53,1,23,11,0,1,0.946,14.35
662,2,12,0,0,6,0.98,20.98
417,1,0,0,0,4,0.969,22.75
39,1,27,11,0,1,0.97,8.41
373,2,45,25,0,4,0.963,11.05
374,1,18,3,0,4,0.958,11.93
867,1,37,10,0,8,0.967,6.92
868,2,96,23,0,8,0.985,8.53
1058,1,8,3,0,9,0.96,14.46
1059,1,22,7,0,9,0.96,14.46
34,2,59,26,14,1,0.986,11.3
43,1,18,7,0,1,0.978,11.28
360,2,52,22,0,4,0.99,13.0
909,1,20,10,10,8,0.985,28.42
910,1,11,7,0,8,0.98,30.95
676,1,21,10,0,6,0.987,31.14
677,2,0,0,0,6,1.015,31.4
126,2,28,0,0,2,1.015,20.77
747,1,27,11,0,7,0.97,8.41
897,1,0,0,0,8,0.987,22.15
899,2,6,0,0,8,0.991,21.94
27,2,71,13,0,1,0.968,15.35
263,2,71,13,0,3,0.968,15.35
351,1,22,7,0,3,0.96,14.46
721,1,34,16,0,7,0.968,11.35
92,2,65,10,0,1,0.993,33.8
325,2,0,0,0,3,1.005,39.69
326,2,163,42,0,3,0.985,33.29
350,1,8,3,0,3,0.96,14.46
223,2,31,26,20,2,0.965,20.57
226,1,2,1,0,2,0.967,19.38
255,2,45,25,0,3,0.963,11.05
256,1,18,3,0,3,0.958,11.93
607,1,11,3,0,6,0.995,13.74
703,2,6,0,0,6,0.993,13.74
1047,2,23,16,0,9,1.001,24.44
1054,2,39,30,6,9,0.973,18.09
571,2,42,0,0,5,1.01,27.04
733,2,0,0,0,7,1.05,27.93
735,2,71,13,0,7,0.968,15.35
316,2,130,26,0,3,1.04,28.96
334,1,34,8,0,3,1.024,27.4
70,2,66,20,0,1,0.984,22.58
71,1,0,0,0,1,0.987,22.15
531,2,277,113,0,5,0.985,19.37
535,1,0,0,0,5,0.969,22.75
167,2,87,30,0,2,1.025,20.94
184,2,39,18,0,2,1.05,27.48
864,1,0,0,0,8,0.962,16.91
891,2,0,0,0,8,1.005,27.65
673,1,20,10,10,6,0.985,28.42
675,2,24,15,0,6,0.985,32.51
77,2,61,28,0,1,1.006,26.72
844,2,60,34,0,8,0.973,11.53
845,2,45,25,0,8,0.963,11.05
37,1,0,0,-25,1,0.992,11.77
378,2,13,0,0,4,0.992,20.89
890,1,0,0,0,8,0.984,24.52
937,2,0,0,0,8,0.98,19.74
239,1,39,10,0,3,0.968,11.56
20,1,18,3,0,1,0.958,11.93
21,1,14,8,0,1,0.959,13.52
956,2,47,10,0,9,0.99,12.2
5,1,0,0,-40,1,1.002,15.73
8,2,28,0,0,1,1.015,20.77
163,1,53,22,10,2,0.987,15.67
694,2,38,25,0,6,0.971,21.69
727,2,45,25,0,7,0.963,11.05
501,1,24,4,0,5,0.963,12.63
503,2,43,27,0,5,0.967,12.75
896,2,66,20,0,8,0.984,22.58
953,1,0,0,0,9,1.043,28.02
695,2,31,26,20,6,0.965,20.57
1028,1,11,7,0,9,0.98,30.95
857,2,43,27,0,8,0.967,12.75
651,2,0,0,0,6,0.995,24.04
652,2,77,14,0,6,0.998,23.43
709,2,51,27,0,7,0.955,10.67
710,1,20,9,0,7,0.971,11.22
440,1,21,10,0,4,0.987,31.14
441,2,0,0,0,4,1.015,31.4
616,2,0,0,0,6,1.015,29.71
620,1,0,0,0,6,0.968,18.79
1042,1,34,8,0,9,1.024,27.4
1044,2,37,18,0,9,1.017,28.03
514,2,96,23,0,5,0.985,8.53
521,2,87,30,0,5,1.025,20.94
869,1,18,7,0,8,0.978,11.28
870,1,16,8,10,8,0.985,13.82
143,2,0,0,0,2,1.05,27.93
144,2,0,0,0,2,1.015,29.71
261,2,0,0,0,3,1.05,27.93
262,2,0,0,0,3,1.015,29.71
381,2,71,13,0,4,0.968,15.35
842,1,25,10,0,8,0.984,11.91
984,2,66,23,0,9,0.97,7.35
761,1,23,11,0,7,0.946,14.35
762,2,113,32,0,7,0.955,15.26
329,1,12,7,0,3,0.987,30.79
424,2,66,20,0,4,0.984,22.58
712,2,39,12,0,7,0.998,15.28
419,2,0,0,0,4,1.005,27.65
340,2,38,25,0,3,0.971,21.69
341,2,31,26,20,3,0.965,20.57
813,2,31,26,20,7,0.965,20.57
815,2,50,12,6,7,0.952,17.53
714,2,52,22,0,7,0.99,13.0
192,2,68,27,12,2,0.958,21.64
720,2,47,10,0,7,0.99,12.2
446,2,65,10,0,4,0.993,33.8
448,1,30,16,0,4,0.991,28.64
791,1,20,10,10,7,0.985,28.42
792,1,11,7,0,7,0.98,30.95
483,1,70,23,0,5,0.985,12.72
484,2,47,10,0,5,0.99,12.2
1045,1,22,15,0,9,0.993,29.61
429,1,47,11,0,4,0.967,22.91
472,1,33,15,0,4,0.949,21.92
14,1,14,1,0,1,0.984,11.5
15,2,90,30,0,1,0.97,11.23
511,1,27,11,0,5,0.97,8.41
885,2,277,113,0,8,0.985,19.37
689,2,42,0,0,6,1.01,27.04
62,2,77,14,0,1,0.998,23.43
372,2,60,34,0,4,0.973,11.53
1011,1,28,7,0,9,1.02,24.84
848,1,10,5,0,8,0.97,16.08
19,2,45,25,0,1,0.963,11.05
839,1,34,16,0,8,0.968,11.35
764,2,84,18,0,7,0.954,15.16
765,1,12,3,0,7,0.971,16.36
570,1,34,8,0,5,1.024,27.4
572,2,37,18,0,5,1.017,28.03
967,1,7,3,0,9,1.0,21.0
172,2,113,32,0,2,0.955,15.26
199,1,0,0,0,2,0.997,28.1
492,1,18,3,0,5,0.958,11.93
137,2,45,25,0,2,0.963,11.05
152,2,59,26,14,2,0.986,11.3
731,1,7,3,0,7,1.0,21.0
991,1,34,0,0,9,1.017,20.73
769,2,0,0,0,7,0.995,24.04
770,2,77,14,0,7,0.998,23.43
267,2,43,27,0,3,0.967,12.75
608,2,60,34,0,6,0.973,11.53
609,2,45,25,0,6,0.963,11.05
186,1,0,0,0,2,1.003,27.55
95,1,42,31,0,1,0.981,27.67
