id,type,pd,qd,bs,area,vmag,vang
185,1,28,7,0,2,1.02,24.84
186,1,0,0,0,2,1.003,27.55
187,2,0,0,0,2,1.035,30
188,2,66,20,0,2,0.984,22.58
189,1,0,0,0,2,0.987,22.15
190,2,12,0,0,2,0.98,20.98
191,2,6,0,0,2,0.991,21.94
192,2,68,27,12,2,0.958,21.64
193,1,47,11,0,2,0.967,22.91
194,2,68,36,0,2,0.943,21.77
195,2,61,28,0,2,1.006,26.72
196,1,71,26,0,2,1.003,26.42
197,1,39,32,20,2,1.009,26.72
198,2,130,26,0,2,1.04,28.96
199,1,0,0,0,2,0.997,28.1
200,1,54,27,20,2,0.989,27.24
201,1,20,10,10,2,0.985,28.42
202,1,11,7,0,2,0.98,30.95
203,2,24,15,0,2,0.985,32.51
204,1,21,10,0,2,0.987,31.14
205,2,0,0,0,2,1.015,31.4
206,1,48,10,0,2,0.987,35.64
207,2,0,0,0,2,1.005,39.69
208,2,163,42,0,2,0.985,33.29
209,2,10,0,0,2,0.98,33.31
210,2,65,10,0,2,0.993,33.8
211,1,12,7,0,2,0.987,30.79
212,1,30,16,0,2,0.991,28.64
213,1,42,31,0,2,0.981,27.67
214,1,38,15,0,2,0.993,27.51
215,1,15,9,0,2,1.011,27.88
216,1,34,8,0,2,1.024,27.4
217,2,42,0,0,2,1.01,27.04
218,2,37,18,0,2,1.017,28.03
219,1,22,15,0,2,0.993,29.61
220,1,5,3,0,2,0.991,32.3
221,2,23,16,0,2,1.001,24.44
222,2,38,25,0,2,0.971,21.69
223,2,31,26,20,2,0.965,20.57
224,1,43,16,0,2,0.962,20.32
225,2,50,12,6,2,0.952,17.53
226,1,2,1,0,2,0.967,19.38
227,1,8,3,0,2,0.967,18.93
228,2,39,30,6,2,0.973,18.09
229,2,0,0,0,2,0.98,19.74
230,2,68,13,0,2,0.975,14.99
231,2,6,0,0,2,0.993,13.74
232,1,8,3,0,2,0.96,14.46
233,1,22,7,0,2,0.96,14.46
234,2,184,0,0,2,1.005,27.12
235,1,20,8,0,2,0.974,10.67
236,1,33,15,0,2,0.949,21.92
237,2,51,27,0,3,0.955,10.67
238,1,20,9,0,3,0.971,11.22
239,1,39,10,0,3,0.968,11.56
240,2,39,12,0,3,0.998,15.28
241,1,0,0,-40,3,1.002,15.73
242,2,52,22,0,3,0.99,13
243,1,19,2,0,3,0.989,12.56
244,2,28,0,0,3,1.015,20.77
245,1,0,0,0,3,1.043,28.02
246,2,0,0,0,3,1.05,35.61
247,1,70,23,0,3,0.985,12.72
248,2,47,10,0,3,0.99,12.2
249,1,34,16,0,3,0.968,11.35
250,1,14,1,0,3,0.984,11.5
251,2,90,30,0,3,0.97,11.23
252,1,25,10,0,3,0.984,11.91
253,1,11,3,0,3,0.995,13.74
254,2,60,34,0,3,0.973,11.53
255,2,45,25,0,3,0.963,11.05
256,1,18,3,0,3,0.958,11.93
257,1,14,8,0,3,0.959,13.52
258,1,10,5,0,3,0.97,16.08
259,1,7,3,0,3,1,21
260,2,13,0,0,3,0.992,20.89
261,2,0,0,0,3,1.05,27.93
262,2,0,0,0,3,1.015,29.71
263,2,71,13,0,3,0.968,15.35
264,1,17,7,0,3,0.962,13.62
265,1,24,4,0,3,0.963,12.63
266,1,0,0,0,3,0.968,18.79
267,2,43,27,0,3,0.967,12.75
268,2,59,23,0,3,0.964,14.8
269,1,23,9,0,3,0.972,10.63
270,2,59,26,14,3,0.986,11.3
271,1,33,9,0,3,0.981,10.87
272,2,31,17,0,3,0.98,10.87
273,1,0,0,-25,3,0.992,11.77
274,1,0,0,0,3,0.962,16.91
275,1,27,11,0,3,0.97,8.41
276,2,66,23,0,3,0.97,7.35
277,1,37,10,0,3,0.967,6.92
278,2,96,23,0,3,0.985,8.53
279,1,18,7,0,3,0.978,11.28
280,1,16,8,10,3,0.985,13.82
281,1,53,22,10,3,0.987,15.67
282,2,28,10,10,3,1.005,18.49
283,1,34,0,0,3,1.017,20.73
284,1,20,11,15,3,1.021,19.93
285,2,87,30,0,3,1.025,20.94
286,1,17,4,0,3,1.001,18.9
287,1,17,8,0,3,0.967,16.28
288,1,18,5,0,3,0.957,15.32
289,1,23,11,0,3,0.946,14.35
290,2,113,32,0,3,0.955,15.26
291,2,63,22,0,3,0.952,14.97
292,2,84,18,0,3,0.954,15.16
293,1,12,3,0,3,0.971,16.36
294,1,12,3,0,3,0.959,15.51
295,2,277,113,0,3,0.985,19.37
296,1,78,3,0,3,0.993,23.15
297,2,0,0,0,3,0.995,24.04
298,2,77,14,0,3,0.998,23.43
299,1,0,0,0,3,0.969,22.75
300,1,0,0,0,3,0.984,24.52
301,2,0,0,0,3,1.005,27.65
302,2,39,18,0,3,1.05,27.48
303,1,28,7,0,3,1.02,24.84
304,1,0,0,0,3,1.003,27.55
305,2,0,0,0,3,1.035,30
306,2,66,20,0,3,0.984,22.58
307,1,0,0,0,3,0.987,22.15
308,2,12,0,0,3,0.98,20.98
309,2,6,0,0,3,0.991,21.94
310,2,68,27,12,3,0.958,21.64
311,1,47,11,0,3,0.967,22.91
312,2,68,36,0,3,0.943,21.77
313,2,61,28,0,3,1.006,26.72
314,1,71,26,0,3,1.003,26.42
315,1,39,32,20,3,1.009,26.72
316,2,130,26,0,3,1.04,28.96
317,1,0,0,0,3,0.997,28.1
318,1,54,27,20,3,0.989,27.24
319,1,20,10,10,3,0.985,28.42
320,1,11,7,0,3,0.98,30.95
321,2,24,15,0,3,0.985,32.51
322,1,21,10,0,3,0.987,31.14
323,2,0,0,0,3,1.015,31.4
324,1,48,10,0,3,0.987,35.64
325,2,0,0,0,3,1.005,39.69
326,2,163,42,0,3,0.985,33.29
327,2,10,0,0,3,0.98,33.31
328,2,65,10,0,3,0.993,33.8
329,1,12,7,0,3,0.987,30.79
330,1,30,16,0,3,0.991,28.64
331,1,42,31,0,3,0.981,27.67
332,1,38,15,0,3,0.993,27.51
333,1,15,9,0,3,1.011,27.88
334,1,34,8,0,3,1.024,27.4
335,2,42,0,0,3,1.01,27.04
336,2,37,18,0,3,1.017,28.03
337,1,22,15,0,3,0.993,29.61
338,1,5,3,0,3,0.991,32.3
339,2,23,16,0,3,1.001,24.44
340,2,38,25,0,3,0.971,21.69
341,2,31,26,20,3,0.965,20.57
342,1,43,16,0,3,0.962,20.32
343,2,50,12,6,3,0.952,17.53
344,1,2,1,0,3,0.967,19.38
345,1,8,3,0,3,0.967,18.93
346,2,39,30,6,3,0.973,18.09
347,2,0,0,0,3,0.98,19.74
348,2,68,13,0,3,0.975,14.99
349,2,6,0,0,3,0.993,13.74
350,1,8,3,0,3,0.96,14.46
351,1,22,7,0,3,0.96,14.46
352,2,184,0,0,3,1.005,27.12
353,1,20,8,0,3,0.974,10.67
354,1,33,15,0,3,0.949,21.92
355,2,51,27,0,4,0.955,10.67
356,1,20,9,0,4,0.971,11.22
357,1,39,10,0,4,0.968,11.56
358,2,39,12,0,4,0.998,15.28
359,1,0,0,-40,4,1.002,15.73
360,2,52,22,0,4,0.99,13
361,1,19,2,0,4,0.989,12.56
362,2,28,0,0,4,1.015,20.77
363,1,0,0,0,4,1.043,28.02
364,2,0,0,0,4,1.05,35.61
365,1,70,23,0,4,0.985,12.72
366,2,47,10,0,4,0.99,12.2
367,1,34,16,0,4,0.968,11.35
368,1,14,1,0,4,0.984,11.5
369,2,90,30,0,4,0.97,11.23
370,1,25,10,0,4,0.984,11.91
371,1,11,3,0,4,0.995,13.74
372,2,60,34,0,4,0.973,11.53
373,2,45,25,0,4,0.963,11.05
374,1,18,3,0,4,0.958,11.93
375,1,14,8,0,4,0.959,13.52
376,1,10,5,0,4,0.97,16.08
377,1,7,3,0,4,1,21
378,2,13,0,0,4,0.992,20.89
379,2,0,0,0,4,1.05,27.93
380,2,0,0,0,4,1.015,29.71
381,2,71,13,0,4,0.968,15.35
382,1,17,7,0,4,0.962,13.62
383,1,24,4,0,4,0.963,12.63
384,1,0,0,0,4,0.968,18.79
385,2,43,27,0,4,0.967,12.75
386,2,59,23,0,4,0.964,14.8
387,1,23,9,0,4,0.972,10.63
388,2,59,26,14,4,0.986,11.3
389,1,33,9,0,4,0.981,10.87
390,2,31,17,0,4,0.98,10.87
391,1,0,0,-25,4,0.992,11.77
392,1,0,0,0,4,0.962,16.91
393,1,27,11,0,4,0.97,8.41
394,2,66,23,0,4,0.97,7.35
395,1,37,10,0,4,0.967,6.92
396,2,96,23,0,4,0.985,8.53
397,1,18,7,0,4,0.978,11.28
398,1,16,8,10,4,0.985,13.82
399,1,53,22,10,4,0.987,15.67
400,2,28,10,10,4,1.005,18.49
401,1,34,0,0,4,1.017,20.73
402,1,20,11,15,4,1.021,19.93
403,2,87,30,0,4,1.025,20.94
404,1,17,4,0,4,1.001,18.9
405,1,17,8,0,4,0.967,16.28
406,1,18,5,0,4,0.957,15.32
407,1,23,11,0,4,0.946,14.35
408,2,113,32,0,4,0.955,15.26
409,2,63,22,0,4,0.952,14.97
410,2,84,18,0,4,0.954,15.16
411,1,12,3,0,4,0.971,16.36
412,1,12,3,0,4,0.959,15.51
413,2,277,113,0,4,0.985,19.37
414,1,78,3,0,4,0.993,23.15
415,2,0,0,0,4,0.995,24.04
416,2,77,14,0,4,0.998,23.43
417,1,0,0,0,4,0.969,22.75
418,1,0,0,0,4,0.984,24.52
419,2,0,0,0,4,1.005,27.65
420,2,39,18,0,4,1.05,27.48
421,1,28,7,0,4,1.02,24.84
422,1,0,0,0,4,1.003,27.55
423,2,0,0,0,4,1.035,30
424,2,66,20,0,4,0.984,22.58
425,1,0,0,0,4,0.987,22.15
426,2,12,0,0,4,0.98,20.98
427,2,6,0,0,4,0.991,21.94
428,2,68,27,12,4,0.958,21.64
429,1,47,11,0,4,0.967,22.91
430,2,68,36,0,4,0.943,21.77
431,2,61,28,0,4,1.006,26.72
432,1,71,26,0,4,1.003,26.42
433,1,39,32,20,4,1.009,26.72
434,2,130,26,0,4,1.04,28.96
435,1,0,0,0,4,0.997,28.1
436,1,54,27,20,4,0.989,27.24
437,1,20,10,10,4,0.985,28.42
438,1,11,7,0,4,0.98,30.95
439,2,24,15,0,4,0.985,32.51
440,1,21,10,0,4,0.987,31.14
441,2,0,0,0,4,1.015,31.4
442,1,48,10,0,4,0.987,35.64
443,2,0,0,0,4,1.005,39.69
444,2,163,42,0,4,0.985,33.29
445,2,10,0,0,4,0.98,33.31
446,2,65,10,0,4,0.993,33.8
447,1,12,7,0,4,0.987,30.79
448,1,30,16,0,4,0.991,28.64
449,1,42,31,0,4,0.981,27.67
450,1,38,15,0,4,0.993,27.51
451,1,15,9,0,4,1.011,27.88
452,1,34,8,0,4,1.024,27.4
453,2,42,0,0,4,1.01,27.04
454,2,37,18,0,4,1.017,28.03
455,1,22,15,0,4,0.993,29.61
456,1,5,3,0,4,0.991,32.3
457,2,23,16,0,4,1.001,24.44
458,2,38,25,0,4,0.971,21.69
459,2,31,26,20,4,0.965,20.57
460,1,43,16,0,4,0.962,20.32
461,2,50,12,6,4,0.952,17.53
462,1,2,1,0,4,0.967,19.38
463,1,8,3,0,4,0.967,18.93
464,2,39,30,6,4,0.973,18.09
465,2,0,0,0,4,0.98,19.74
466,2,68,13,0,4,0.975,14.99
467,2,6,0,0,4,0.993,13.74
468,1,8,3,0,4,0.96,14.46
469,1,22,7,0,4,0.96,14.46
470,2,184,0,0,4,1.005,27.12
471,1,20,8,0,4,0.974,10.67
472,1,33,15,0,4,0.949,21.92
473,2,51,27,0,5,0.955,10.67
474,1,20,9,0,5,0.971,11.22
475,1,39,10,0,5,0.968,11.56
476,2,39,12,0,5,0.998,15.28
477,1,0,0,-40,5,1.002,15.73
478,2,52,22,0,5,0.99,13
479,1,19,2,0,5,0.989,12.56
480,2,28,0,0,5,1.015,20.77
481,1,0,0,0,5,1.043,28.02
482,2,0,0,0,5,1.05,35.61
483,1,70,23,0,5,0.985,12.72
484,2,47,10,0,5,0.99,12.2
485,1,34,16,0,5,0.968,11.35
486,1,14,1,0,5,0.984,11.5
487,2,90,30,0,5,0.97,11.23
488,1,25,10,0,5,0.984,11.91
489,1,11,3,0,5,0.995,13.74
490,2,60,34,0,5,0.973,11.53
491,2,45,25,0,5,0.963,11.05
492,1,18,3,0,5,0.958,11.93
493,1,14,8,0,5,0.959,13.52
494,1,10,5,0,5,0.97,16.08
495,1,7,3,0,5,1,21
496,2,13,0,0,5,0.992,20.89
497,2,0,0,0,5,1.05,27.93
498,2,0,0,0,5,1.015,29.71
499,2,71,13,0,5,0.968,15.35
500,1,17,7,0,5,0.962,13.62
501,1,24,4,0,5,0.963,12.63
502,1,0,0,0,5,0.968,18.79
503,2,43,27,0,5,0.967,12.75
504,2,59,23,0,5,0.964,14.8
505,1,23,9,0,5,0.972,10.63
506,2,59,26,14,5,0.986,11.3
507,1,33,9,0,5,0.981,10.87
508,2,31,17,0,5,0.98,10.87
509,1,0,0,-25,5,0.992,11.77
510,1,0,0,0,5,0.962,16.91
511,1,27,11,0,5,0.97,8.41
512,2,66,23,0,5,0.97,7.35
513,1,37,10,0,5,0.967,6.92
514,2,96,23,0,5,0.985,8.53
515,1,18,7,0,5,0.978,11.28
516,1,16,8,10,5,0.985,13.82
517,1,53,22,10,5,0.987,15.67
518,2,28,10,10,5,1.005,18.49
519,1,34,0,0,5,1.017,20.73
520,1,20,11,15,5,1.021,19.93
521,2,87,30,0,5,1.025,20.94
522,1,17,4,0,5,1.001,18.9
523,1,17,8,0,5,0.967,16.28
524,1,18,5,0,5,0.957,15.32
525,1,23,11,0,5,0.946,14.35
526,2,113,32,0,5,0.955,15.26
527,2,63,22,0,5,0.952,14.97
528,2,84,18,0,5,0.954,15.16
529,1,12,3,0,5,0.971,16.36
530,1,12,3,0,5,0.959,15.51
531,2,277,113,0,5,0.985,19.37
532,1,78,3,0,5,0.993,23.15
533,2,0,0,0,5,0.995,24.04
534,2,77,14,0,5,0.998,23.43
535,1,0,0,0,5,0.969,22.75
536,1,0,0,0,5,0.984,24.52
537,2,0,0,0,5,1.005,27.65
538,2,39,18,0,5,1.05,27.48
539,1,28,7,0,5,1.02,24.84
540,1,0,0,0,5,1.003,27.55
541,2,0,0,0,5,1.035,30
542,2,66,20,0,5,0.984,22.58
543,1,0,0,0,5,0.987,22.15
544,2,12,0,0,5,0.98,20.98
545,2,6,0,0,5,0.991,21.94
546,2,68,27,12,5,0.958,21.64
547,1,47,11,0,5,0.967,22.91
548,2,68,36,0,5,0.943,21.77
549,2,61,28,0,5,1.006,26.72
550,1,71,26,0,5,1.003,26.42
551,1,39,32,20,5,1.009,26.72
552,2,130,26,0,5,1.04,28.96
553,1,0,0,0,5,0.997,28.1
554,1,54,27,20,5,0.989,27.24
555,1,20,10,10,5,0.985,28.42
556,1,11,7,0,5,0.98,30.95
557,2,24,15,0,5,0.985,32.51
558,1,21,10,0,5,0.987,31.14
559,2,0,0,0,5,1.015,31.4
560,1,48,10,0,5,0.987,35.64
561,2,0,0,0,5,1.005,39.69
562,2,163,42,0,5,0.985,33.29
563,2,10,0,0,5,0.98,33.31
564,2,65,10,0,5,0.993,33.8
565,1,12,7,0,5,0.987,30.79
566,1,30,16,0,5,0.991,28.64
567,1,42,31,0,5,0.981,27.67
568,1,38,15,0,5,0.993,27.51
569,1,15,9,0,5,1.011,27.88
570,1,34,8,0,5,1.024,27.4
571,2,42,0,0,5,1.01,27.04
572,2,37,18,0,5,1.017,28.03
573,1,22,15,0,5,0.993,29.61
574,1,5,3,0,5,0.991,32.3
575,2,23,16,0,5,1.001,24.44
576,2,38,25,0,5,0.971,21.69
577,2,31,26,20,5,0.965,20.57
578,1,43,16,0,5,0.962,20.32
579,2,50,12,6,5,0.952,17.53
580,1,2,1,0,5,0.967,19.38
581,1,8,3,0,5,0.967,18.93
582,2,39,30,6,5,0.973,18.09
583,2,0,0,0,5,0.98,19.74
584,2,68,13,0,5,0.975,14.99
585,2,6,0,0,5,0.993,13.74
586,1,8,3,0,5,0.96,14.46
587,1,22,7,0,5,0.96,14.46
588,2,184,0,0,5,1.005,27.12
589,1,20,8,0,5,0.974,10.67
590,1,33,15,0,5,0.949,21.92
591,2,51,27,0,6,0.955,10.67
592,1,20,9,0,6,0.971,11.22
593,1,39,10,0,6,0.968,11.56
594,2,39,12,0,6,0.998,15.28
595,1,0,0,-40,6,1.002,15.73
596,2,52,22,0,6,0.99,13
597,1,19,2,0,6,0.989,12.56
598,2,28,0,0,6,1.015,20.77
599,1,0,0,0,6,1.043,28.02
600,2,0,0,0,6,1.05,35.61
601,1,70,23,0,6,0.985,12.72
602,2,47,10,0,6,0.99,12.2
603,1,34,16,0,6,0.968,11.35
604,1,14,1,0,6,0.984,11.5
605,2,90,30,0,6,0.97,11.23
606,1,25,10,0,6,0.984,11.91
607,1,11,3,0,6,0.995,13.74
608,2,60,34,0,6,0.973,11.53
609,2,45,25,0,6,0.963,11.05
610,1,18,3,0,6,0.958,11.93
611,1,14,8,0,6,0.959,13.52
612,1,10,5,0,6,0.97,16.08
613,1,7,3,0,6,1,21
614,2,13,0,0,6,0.992,20.89
615,2,0,0,0,6,1.05,27.93
616,2,0,0,0,6,1.015,29.71
617,2,71,13,0,6,0.968,15.35
618,1,17,7,0,6,0.962,13.62
619,1,24,4,0,6,0.963,12.63
620,1,0,0,0,6,0.968,18.79
621,2,43,27,0,6,0.967,12.75
622,2,59,23,0,6,0.964,14.8
623,1,23,9,0,6,0.972,10.63
624,2,59,26,14,6,0.986,11.3
625,1,33,9,0,6,0.981,10.87
626,2,31,17,0,6,0.98,10.87
627,1,0,0,-25,6,0.992,11.77
628,1,0,0,0,6,0.962,16.91
629,1,27,11,0,6,0.97,8.41
630,2,66,23,0,6,0.97,7.35
631,1,37,10,0,6,0.967,6.92
632,2,96,23,0,6,0.985,8.53
633,1,18,7,0,6,0.978,11.28
634,1,16,8,10,6,0.985,13.82
635,1,53,22,10,6,0.987,15.67
636,2,28,10,10,6,1.005,18.49
637,1,34,0,0,6,1.017,20.73
638,1,20,11,15,6,1.021,19.93
639,2,87,30,0,6,1.025,20.94
640,1,17,4,0,6,1.001,18.9
641,1,17,8,0,6,0.967,16.28
642,1,18,5,0,6,0.957,15.32
643,1,23,11,0,6,0.946,14.35
644,2,113,32,0,6,0.955,15.26
645,2,63,22,0,6,0.952,14.97
646,2,84,18,0,6,0.954,15.16
647,1,12,3,0,6,0.971,16.36
648,1,12,3,0,6,0.959,15.51
649,2,277,113,0,6,0.985,19.37
650,1,78,3,0,6,0.993,23.15
651,2,0,0,0,6,0.995,24.04
652,2,77,14,0,6,0.998,23.43
653,1,0,0,0,6,0.969,22.75
654,1,0,0,0,6,0.984,24.52
655,2,0,0,0,6,1.005,27.65
656,2,39,18,0,6,1.05,27.48
657,1,28,7,0,6,1.02,24.84
658,1,0,0,0,6,1.003,27.55
659,2,0,0,0,6,1.035,30
660,2,66,20,0,6,0.984,22.58
661,1,0,0,0,6,0.987,22.15
662,2,12,0,0,6,0.98,20.98
663,2,6,0,0,6,0.991,21.94
664,2,68,27,12,6,0.958,21.64
665,1,47,11,0,6,0.967,22.91
666,2,68,36,0,6,0.943,21.77
667,2,61,28,0,6,1.006,26.72
668,1,71,26,0,6,1.003,26.42
669,1,39,32,20,6,1.009,26.72
670,2,130,26,0,6,1.04,28.96
671,1,0,0,0,6,0.997,28.1
672,1,54,27,20,6,0.989,27.24
673,1,20,10,10,6,0.985,28.42
674,1,11,7,0,6,0.98,30.95
675,2,24,15,0,6,0.985,32.51
676,1,21,10,0,6,0.987,31.14
677,2,0,0,0,6,1.015,31.4
678,1,48,10,0,6,0.987,35.64
679,2,0,0,0,6,1.005,39.69
680,2,163,42,0,6,0.985,33.29
681,2,10,0,0,6,0.98,33.31
682,2,65,10,0,6,0.993,33.8
683,1,12,7,0,6,0.987,30.79
684,1,30,16,0,6,0.991,28.64
685,1,42,31,0,6,0.981,27.67
686,1,38,15,0,6,0.993,27.51
687,1,15,9,0,6,1.011,27.88
688,1,34,8,0,6,1.024,27.4
689,2,42,0,0,6,1.01,27.04
690,2,37,18,0,6,1.017,28.03
691,1,22,15,0,6,0.993,29.61
692,1,5,3,0,6,0.991,32.3
693,2,23,16,0,6,1.001,24.44
694,2,38,25,0,6,0.971,21.69
695,2,31,26,20,6,0.965,20.57
696,1,43,16,0,6,0.962,20.32
697,2,50,12,6,6,0.952,17.53
698,1,2,1,0,6,0.967,19.38
699,1,8,3,0,6,0.967,18.93
