id,type,pd,qd,bs,area,vmag,vang
468,1,8,3,0,4,0.96,14.46
469,1,22,7,0,4,0.96,14.46
470,2,184,0,0,4,1.005,27.12
473,2,51,27,0,5,0.955,10.67
475,1,39,10,0,5,0.968,11.56
480,2,28,0,0,5,1.015,20.77
481,1,0,0,0,5,1.043,28.02
482,2,0,0,0,5,1.05,35.61
484,2,47,10,0,5,0.99,12.2
495,1,7,3,0,5,1.0,21.0
497,2,0,0,0,5,1.05,27.93
503,2,43,27,0,5,0.967,12.75
504,2,59,23,0,5,0.964,14.8
506,2,59,26,14,5,0.986,11.3
507,1,33,9,0,5,0.981,10.87
508,2,31,17,0,5,0.98,10.87
512,2,66,23,0,5,0.97,7.35
514,2,96,23,0,5,0.985,8.53
515,1,18,7,0,5,0.978,11.28
516,1,16,8,10,5,0.985,13.82
517,1,53,22,10,5,0.987,15.67
518,2,28,10,10,5,1.005,18.49
521,2,87,30,0,5,1.025,20.94
526,2,113,32,0,5,0.955,15.26
528,2,84,18,0,5,0.954,15.16
533,2,0,0,0,5,0.995,24.04
535,1,0,0,0,5,0.969,22.75
536,1,0,0,0,5,0.984,24.52
538,2,39,18,0,5,1.05,27.48
540,1,0,0,0,5,1.003,27.55
541,2,0,0,0,5,1.035,30.0
543,1,0,0,0,5,0.987,22.15
545,2,6,0,0,5,0.991,21.94
551,1,39,32,20,5,1.009,26.72
552,2,130,26,0,5,1.04,28.96
554,1,54,27,20,5,0.989,27.24
555,1,20,10,10,5,0.985,28.42
556,1,11,7,0,5,0.98,30.95
564,2,65,10,0,5,0.993,33.8
565,1,12,7,0,5,0.987,30.79
566,1,30,16,0,5,0.991,28.64
569,1,15,9,0,5,1.011,27.88
570,1,34,8,0,5,1.024,27.4
571,2,42,0,0,5,1.01,27.04
573,1,22,15,0,5,0.993,29.61
574,1,5,3,0,5,0.991,32.3
580,1,2,1,0,5,0.967,19.38
581,1,8,3,0,5,0.967,18.93
582,2,39,30,6,5,0.973,18.09
586,1,8,3,0,5,0.96,14.46
605,2,90,30,0,6,0.97,11.23
607,1,11,3,0,6,0.995,13.74
608,2,60,34,0,6,0.973,11.53
609,2,45,25,0,6,0.963,11.05
611,1,14,8,0,6,0.959,13.52
612,1,10,5,0,6,0.97,16.08
613,1,7,3,0,6,1.0,21.0
614,2,13,0,0,6,0.992,20.89
617,2,71,13,0,6,0.968,15.35
618,1,17,7,0,6,0.962,13.62
619,1,24,4,0,6,0.963,12.63
622,2,59,23,0,6,0.964,14.8
623,1,23,9,0,6,0.972,10.63
627,1,0,0,-25,6,0.992,11.77
628,1,0,0,0,6,0.962,16.91
630,2,66,23,0,6,0.97,7.35
631,1,37,10,0,6,0.967,6.92
636,2,28,10,10,6,1.005,18.49
638,1,20,11,15,6,1.021,19.93
639,2,87,30,0,6,1.025,20.94
640,1,17,4,0,6,1.001,18.9
641,1,17,8,0,6,0.967,16.28
643,1,23,11,0,6,0.946,14.35
644,2,113,32,0,6,0.955,15.26
645,2,63,22,0,6,0.952,14.97
647,1,12,3,0,6,0.971,16.36
656,2,39,18,0,6,1.05,27.48
665,1,47,11,0,6,0.967,22.91
666,2,68,36,0,6,0.943,21.77
667,2,61,28,0,6,1.006,26.72
681,2,10,0,0,6,0.98,33.31
682,2,65,10,0,6,0.993,33.8
684,1,30,16,0,6,0.991,28.64
686,1,38,15,0,6,0.993,27.51
703,2,6,0,0,6,0.993,13.74
705,1,22,7,0,6,0.96,14.46
708,1,33,15,0,6,0.949,21.92
709,2,51,27,0,7,0.955,10.67
711,1,39,10,0,7,0.968,11.56
712,2,39,12,0,7,0.998,15.28
715,1,19,2,0,7,0.989,12.56
716,2,28,0,0,7,1.015,20.77
719,1,70,23,0,7,0.985,12.72
720,2,47,10,0,7,0.99,12.2
721,1,34,16,0,7,0.968,11.35
724,1,25,10,0,7,0.984,11.91
727,2,45,25,0,7,0.963,11.05
728,1,18,3,0,7,0.958,11.93
729,1,14,8,0,7,0.959,13.52
730,1,10,5,0,7,0.97,16.08
734,2,0,0,0,7,1.015,29.71
735,2,71,13,0,7,0.968,15.35
736,1,17,7,0,7,0.962,13.62
738,1,0,0,0,7,0.968,18.79
743,1,33,9,0,7,0.981,10.87
744,2,31,17,0,7,0.98,10.87
745,1,0,0,-25,7,0.992,11.77
746,1,0,0,0,7,0.962,16.91
752,1,16,8,10,7,0.985,13.82
753,1,53,22,10,7,0.987,15.67
761,1,23,11,0,7,0.946,14.35
762,2,113,32,0,7,0.955,15.26
764,2,84,18,0,7,0.954,15.16
765,1,12,3,0,7,0.971,16.36
766,1,12,3,0,7,0.959,15.51
768,1,78,3,0,7,0.993,23.15
769,2,0,0,0,7,0.995,24.04
770,2,77,14,0,7,0.998,23.43
774,2,39,18,0,7,1.05,27.48
775,1,28,7,0,7,1.02,24.84
777,2,0,0,0,7,1.035,30.0
779,1,0,0,0,7,0.987,22.15
781,2,6,0,0,7,0.991,21.94
782,2,68,27,12,7,0.958,21.64
783,1,47,11,0,7,0.967,22.91
784,2,68,36,0,7,0.943,21.77
785,2,61,28,0,7,1.006,26.72
786,1,71,26,0,7,1.003,26.42
787,1,39,32,20,7,1.009,26.72
792,1,11,7,0,7,0.98,30.95
793,2,24,15,0,7,0.985,32.51
796,1,48,10,0,7,0.987,35.64
797,2,0,0,0,7,1.005,39.69
799,2,10,0,0,7,0.98,33.31
800,2,65,10,0,7,0.993,33.8
802,1,30,16,0,7,0.991,28.64
808,2,37,18,0,7,1.017,28.03
809,1,22,15,0,7,0.993,29.61
812,2,38,25,0,7,0.971,21.69
813,2,31,26,20,7,0.965,20.57
816,1,2,1,0,7,0.967,19.38
817,1,8,3,0,7,0.967,18.93
818,2,39,30,6,7,0.973,18.09
822,1,8,3,0,7,0.96,14.46
823,1,22,7,0,7,0.96,14.46
825,1,20,8,0,7,0.974,10.67
829,1,39,10,0,8,0.968,11.56
831,1,0,0,-40,8,1.002,15.73
833,1,19,2,0,8,0.989,12.56
834,2,28,0,0,8,1.015,20.77
835,1,0,0,0,8,1.043,28.02
836,2,0,0,0,8,1.05,35.61
837,1,70,23,0,8,0.985,12.72
838,2,47,10,0,8,0.99,12.2
840,1,14,1,0,8,0.984,11.5
841,2,90,30,0,8,0.97,11.23
845,2,45,25,0,8,0.963,11.05
846,1,18,3,0,8,0.958,11.93
847,1,14,8,0,8,0.959,13.52
852,2,0,0,0,8,1.015,29.71
854,1,17,7,0,8,0.962,13.62
855,1,24,4,0,8,0.963,12.63
856,1,0,0,0,8,0.968,18.79
858,2,59,23,0,8,0.964,14.8
860,2,59,26,14,8,0.986,11.3
861,1,33,9,0,8,0.981,10.87
862,2,31,17,0,8,0.98,10.87
863,1,0,0,-25,8,0.992,11.77
864,1,0,0,0,8,0.962,16.91
866,2,66,23,0,8,0.97,7.35
867,1,37,10,0,8,0.967,6.92
868,2,96,23,0,8,0.985,8.53
874,1,20,11,15,8,1.021,19.93
875,2,87,30,0,8,1.025,20.94
877,1,17,8,0,8,0.967,16.28
882,2,84,18,0,8,0.954,15.16
884,1,12,3,0,8,0.959,15.51
894,1,0,0,0,8,1.003,27.55
895,2,0,0,0,8,1.035,30.0
896,2,66,20,0,8,0.984,22.58
897,1,0,0,0,8,0.987,22.15
899,2,6,0,0,8,0.991,21.94
900,2,68,27,12,8,0.958,21.64
902,2,68,36,0,8,0.943,21.77
905,1,39,32,20,8,1.009,26.72
906,2,130,26,0,8,1.04,28.96
909,1,20,10,10,8,0.985,28.42
911,2,24,15,0,8,0.985,32.51
919,1,12,7,0,8,0.987,30.79
920,1,30,16,0,8,0.991,28.64
921,1,42,31,0,8,0.981,27.67
922,1,38,15,0,8,0.993,27.51
924,1,34,8,0,8,1.024,27.4
940,1,8,3,0,8,0.96,14.46
942,2,184,0,0,8,1.005,27.12
943,1,20,8,0,8,0.974,10.67
944,1,33,15,0,8,0.949,21.92
945,2,51,27,0,9,0.955,10.67
946,1,20,9,0,9,0.971,11.22
947,1,39,10,0,9,0.968,11.56
979,1,33,9,0,9,0.981,10.87
980,2,31,17,0,9,0.98,10.87
995,1,17,8,0,9,0.967,16.28
998,2,113,32,0,9,0.955,15.26
1000,2,84,18,0,9,0.954,15.16
1001,1,12,3,0,9,0.971,16.36
1002,1,12,3,0,9,0.959,15.51
1004,1,78,3,0,9,0.993,23.15
1005,2,0,0,0,9,0.995,24.04
1014,2,66,20,0,9,0.984,22.58
1015,1,0,0,0,9,0.987,22.15
1018,2,68,27,12,9,0.958,21.64
1019,1,47,11,0,9,0.967,22.91
1021,2,61,28,0,9,1.006,26.72
1022,1,71,26,0,9,1.003,26.42
1024,2,130,26,0,9,1.04,28.96
1026,1,54,27,20,9,0.989,27.24
1027,1,20,10,10,9,0.985,28.42
1028,1,11,7,0,9,0.98,30.95
1040,1,38,15,0,9,0.993,27.51
1041,1,15,9,0,9,1.011,27.88
1044,2,37,18,0,9,1.017,28.03
1049,2,31,26,20,9,0.965,20.57
1050,1,43,16,0,9,0.962,20.32
1052,1,2,1,0,9,0.967,19.38
1062,1,33,15,0,9,0.949,21.92
